,V1,V2,source
48378_ARI4015,-0.000411134,0.001082981,human stool
48405_ARI4070,0.001582926,-0.003066323,human stool
48412_ARI4096,-0.001797563,3.74E-05,human stool
48415_ARI4104,-0.000401711,0.00092958,human stool
48429_ARI4125,-0.001069405,-0.000564401,human stool
50040_6461,0.000159234,-0.002805269,pig
50122_NWC355,0.004975066,0.00018436,human stool
50147_NWC364,-0.000749941,0.002142556,human stool
50148_NWC365,0.001915773,0.000570622,human stool
50153_NWC371,0.00066785,0.00081851,human stool
50154_NWC372,-0.000432515,-0.000293616,human stool
50161_OXC10222,-0.001006014,9.39E-05,human stool
50169_NWC382,0.000207293,0.000372872,human stool
50176_NWC396,0.000796038,0.00100987,human stool
50180_NWC400,0.001130979,0.000952917,human stool
50183_NWC403,0.001709571,0.000770541,human stool
50192_NWC412,0.000586227,-0.000438014,human stool
50196_NWC416,-0.00109714,-0.000190272,human stool
50200_NWC420,-0.000678192,-0.001059416,human stool
50209_OXC10230,0.000500783,-0.000579436,human stool
50219_NWC389,0.000769905,0.001022405,human stool
50235_NWC453,-0.000230019,-0.000851284,human stool
50246_NWC433,-0.000759094,0.000574942,human stool
50263_NWC461,0.001030912,0.001114708,human stool
50266_OXC10244,-0.000792049,0.001249288,human stool
50277_NWC514,0.000721158,0.000928575,human stool
50291_NWC525,-0.000167083,-0.000236405,human stool
50292_NWC526,0.000731808,0.000847072,human stool
50315_NWC522,-0.001553984,-0.000251386,human stool
50316_NWC523,0.000732029,0.000846726,human stool
50319_NWC506,0.000700983,0.000947503,human stool
50321_OXC10258,0.004433661,0.00029306,human stool
50334_OXC10252,-0.000423173,0.001407499,human stool
50345_NWC484,-7.44E-05,0.000515441,human stool
50350_NWC489,0.003892691,-0.000566481,human stool
50351_NWC480,0.000895015,0.001281106,human stool
50365_APHAC3,0.002736361,-0.003434988,chicken
50366_APHAC4,0.002740705,-0.002189304,chicken
50381_APHAC19,0.001410439,-0.002265393,chicken
50387_APHAC32,0.003084625,-0.0028145,chicken
50392_APHAC39,0.003197786,-0.002387238,chicken
50396_APHAC48,0.001692539,-0.002007461,chicken
50397_APHAC49,0.000103798,-0.000317397,chicken
50398_APHAC50,0.003218134,-0.002201937,chicken
50399_APHAC51,0.002881793,-0.0021418,chicken
50402_APHAC54,0.001502384,-0.002576888,chicken
50403_APHAC55,0.002219216,-0.002272594,chicken
50404_APHAC56,0.002714535,-0.001902319,chicken
50406_APHAC58,0.000813956,-0.000534169,chicken
50409_APHAC61,0.00165906,-0.000702329,chicken
50410_APHAC62,0.001694335,-0.002599622,chicken
50413_APHAC65,0.002923779,-0.002578409,chicken
50416_APHAC68,0.001332491,0.000878251,chicken
50419_APHAC71,0.002310853,-0.00227794,chicken
50430_APHAC82,0.001873049,-0.002325379,chicken
50431_APHAC83,0.001404968,-0.002370837,chicken
50432_APHAC84,0.000692276,-0.000286415,chicken
50433_APHAC85,0.000875115,-0.000324419,chicken
50434_APHAC86,0.001412759,-0.002442866,chicken
50442_APHAC94,0.000737072,-0.002202939,chicken
50443_APHAC95,0.002509392,0.000177922,chicken
50450_APHAC102,0.001225107,-0.002444955,chicken
50508_OXC10288,0.000393598,-4.58E-05,human stool
50510_OXC10290,-0.002169953,-0.004101694,human stool
50511_NWC553,-0.000470482,-0.000175876,human stool
50536_NWC589,-0.062428678,0.012682236,human stool
50567_NWC605,0.000522571,-0.001113281,human stool
50584_NWC612,0.001267628,0.001214266,human stool
50598_NWC635,0.00041012,-0.000777963,human stool
50621_42_1,0.000507093,-0.001246503,pig
50622_47_4,-0.000766888,-0.000512015,pig
50623_51_3,0.001631813,-0.00168589,pig
50625_67_3,0.000432508,-0.001382192,pig
50626_88_3,-0.000707759,-0.000961983,pig
50627_107_3,-0.001324768,-0.003425638,pig
50628_111_3,-0.000653396,-0.000995367,pig
50629_121_1,-0.00090724,-0.000727931,pig
50630_154_3,-0.000738522,-0.000514737,pig
50636_OXC10324,0.000709251,0.000625821,human stool
50643_ACP778,0.003446096,-0.000215498,chicken
50645_ACP782,0.000998416,-0.000624567,chicken
50648_ACP171,0.004997666,-0.000545134,chicken
50649_ACP173,0.002354742,0.000742345,chicken
50651_ACP1136,0.008222052,-0.001569352,chicken
50652_ACP186,0.004954136,0.002527555,chicken
50657_ACP759,0.003236168,-0.000204244,chicken
50665_ACP424,0.003746816,0.000612945,chicken
50667_ACP429,7.26E-05,-0.000268029,chicken
50672_ACP738,0.00344,-0.000842897,chicken
50674_ACP485,0.004579168,-0.000590978,chicken
50676_ACP1197,0.000166673,-0.000457492,chicken
50678_ACP193,0.003203306,0.001132714,chicken
50684_ACP1193,0.003964974,1.81E-05,chicken
50686_ACP1196,0.004072335,0.000854063,chicken
50700_ACP534,0.000330273,-0.001294814,chicken
50722_ACP108,0.003838197,-0.000305143,chicken
50728_ACP118,0.003849537,0.000373247,chicken
50732_ACP141,0.004582883,0.000282739,chicken
50743_ACP177,0.003845731,-0.000734983,chicken
50756_ACP496,0.001259885,0.001093569,chicken
50759_ACP703,0.004492201,0.000324909,chicken
50762_ACP708,0.002926611,-0.000240233,chicken
50766_ACP439,0.003977412,-0.000508818,chicken
50769_ACP443,0.003535803,-3.92E-05,chicken
50770_ACP449,0.003815265,0.000703022,chicken
50786_ACP493,-0.001080122,2.89E-05,chicken
50787_ACP494,0.003925133,-0.000609147,chicken
50796_ACP504,0.00430065,0.000366816,chicken
50800_NWC664,0.000663215,0.000571812,human stool
50802_ACP61,-0.000631483,0.000951328,chicken
50804_ACP511,0.004210055,-0.000106307,chicken
50809_ACP516,-0.000163319,-0.001226901,chicken
50814_ACP524,-0.000385917,0.022911998,chicken
50820_ACP530,0.000189769,-0.000389687,chicken
50825_ACP80,0.001306399,-0.00018944,chicken
50828_ACP407,0.00400565,-0.000725848,chicken
50837_ACP731,-0.000330334,0.000598381,chicken
50840_ACP99,0.000624994,0.000486716,chicken
50865_ACP187,-0.000291819,-0.000501578,chicken
50866_ACP188,0.000510657,-1.24E-05,chicken
50869_ACP415,-0.001395119,-0.000214378,chicken
50871_ACP419,0.000686233,0.001095096,chicken
50872_ACP700,0.003735085,-0.0001832,chicken
50876_ACP451,0.000311829,0.000118226,chicken
50885_ACP465,0.004254401,0.000263954,chicken
50892_ACP748,-0.001677666,-3.19E-05,chicken
50899_ACP51,-0.000192289,-0.000517618,chicken
50902_ACP508,0.000212609,0.000465807,chicken
50903_ACP510,0.001175153,-0.001038727,chicken
50918_ACP954,0.003754398,1.53E-05,chicken
50927_ACP1269,-0.000877317,0.000696216,chicken
50934_ACP777,-0.000153898,0.000213468,chicken
50935_ACP779,0.004258461,0.000436348,chicken
50937_ACP796,-0.000513872,0.022057531,chicken
50946_ACP957,0.004072236,-4.16E-05,chicken
50967_ACP982,-0.000852327,-0.000628099,chicken
50976_ACP991,0.00404942,0.000319168,chicken
50977_ACP992,0.004781546,0.000180742,chicken
50979_ACP994,0.002266447,-0.00217417,chicken
50980_ACP995,-0.000949739,0.022609235,chicken
50981_ACP996,0.000682625,-0.000597708,chicken
50986_ACP1109,0.00190785,0.00045354,chicken
50987_ACP1111,0.00020294,9.84E-05,chicken
50988_ACP1201,0.004626209,-0.000149225,chicken
50990_ACP1113,-0.00109874,0.000372966,chicken
50993_ACP1207,0.003238849,-0.00010679,chicken
50998_ACP1219,0.000222099,0.000791506,chicken
51034_ACP347,0.000321113,0.000425601,chicken
51043_ACP361,0.003061656,0.000171812,chicken
51044_ACP362,0.003061656,0.000171812,chicken
51048_ACP366,0.004270466,-0.000608373,chicken
51051_ACP369,0.004170272,0.000524295,chicken
51052_ACP370,0.000364458,-0.000210745,chicken
51061_ACP380,0.003939563,0.000415547,chicken
51065_ACP384,-0.000874836,0.000697491,chicken
51067_ACP386,0.003393856,-0.000102981,chicken
51069_ACP388,0.003746845,5.58E-05,chicken
51074_OXC10348,0.004684489,0.002105559,human stool
51077_ACP299,-0.000109379,-0.000251688,chicken
51083_ACP306,0.000366909,0.000449709,chicken
51093_ACP319,-0.000418253,0.00073804,chicken
51098_ACP329,0.005472767,-0.001087858,chicken
51105_ACP201,-0.00082253,0.000774953,chicken
51107_ACP203,0.003740861,0.000329951,chicken
51108_ACP1115,0.003577253,-0.000361499,chicken
51111_ACP1119,0.004697332,7.56E-05,chicken
51119_ACP1126,0.003790782,-0.000373391,chicken
51121_ACP1128,0.000597403,5.54E-06,chicken
51122_ACP1129,-0.001353912,0.000539255,chicken
51125_ACP1134,0.001477556,-0.000685478,chicken
51126_ACP1137,0.001964047,-0.000978249,chicken
51134_ACP488,0.004072015,-0.000316626,chicken
51135_ACP591,0.000895134,-0.00086072,chicken
51158_ACP219,-0.00011382,6.31E-05,chicken
51170_ACP232,-0.001505632,-0.003831214,chicken
51181_ACP245,0.00064818,0.000847042,chicken
51184_ACP248,0.003517965,-0.000588877,chicken
51187_ACP251,0.00432203,-0.000693584,chicken
51188_ACP252,-0.001841112,0.020240614,chicken
51195_ACP262,0.004130381,-0.000383527,chicken
51205_ACP272,0.004091183,-8.72E-05,chicken
51223_ACP761,0.003892891,0.000162824,chicken
51226_ACP768,0.000782306,-0.000262771,chicken
51229_ACP774,0.001563192,-0.000898557,chicken
51236_ACP598,0.003820998,0.000304639,chicken
51247_ACP678,-0.001162209,-0.000328821,chicken
51251_ACP687,0.00170882,-7.67E-05,chicken
51254_ACP695,-0.001162209,-0.000328821,chicken
51255_ACP697,0.005201279,-0.000623307,chicken
51266_ACP353,0.003243669,-0.000619032,chicken
51272_ACP1034,0.004114699,-0.000344947,chicken
51284_ACP554,-0.000105064,-0.000446987,chicken
51285_ACP556,-0.000556005,-0.000805128,chicken
51288_ACP561,0.001778616,-0.000414211,chicken
51289_ACP562,-0.00206604,0.000543178,chicken
51295_ACP568,-0.00206604,0.000543178,chicken
51298_ACP572,0.000413678,0.000483465,chicken
51317_ACP1154,0.000312508,0.000681292,chicken
51319_ACP1158,0.00010038,0.000665453,chicken
51324_ACP1169,-0.00059514,-0.000314485,chicken
51326_ACP1173,0.005197054,-0.000678608,chicken
51329_ACP1185,-3.33E-05,0.000312848,chicken
51330_ACP1187,0.011926313,-0.002295974,chicken
51331_ACP1190,0.002475684,-0.000192162,chicken
51333_ACP1198,0.006764517,0.001920266,chicken
51339_ACP901,0.004098894,-0.00022051,chicken
51341_ACP903,0.004542573,0.000179192,chicken
51348_ACP922,0.000828738,0.000832738,chicken
51351_ACP925,0.003856604,9.70E-05,chicken
51362_ACP931,0.001468362,0.000337663,chicken
51371_ACP941,0.003645463,-0.000244216,chicken
51393_NWC687,0.000603249,0.001075917,human stool
51397_OXC10364,0.000988058,0.001277386,human stool
51405_NWC695,0.000936851,0.001062538,human stool
51412_ACP812,0.00088603,0.000832714,chicken
51419_ACP881,0.000679741,0.000237479,chicken
51428_ACP890,0.003494477,-0.000668445,chicken
51436_NWC703,0.001412463,0.000318532,human stool
51445_NWC712,0.000367884,-0.000308612,human stool
51448_NWC715,-0.000792049,0.001249288,human stool
51458_ACP1285,7.26E-05,-0.000268029,chicken
51459_ACP1286,7.26E-05,-0.000268029,chicken
51466_ACP410,0.000977293,-0.001042238,chicken
51470_ACP1079,0.000719838,0.000857082,chicken
51473_ACP1082,0.001406561,0.000910648,chicken
51475_ACP1264,0.003523886,-2.15E-05,chicken
51476_ACP1265,0.003449573,-4.38E-05,chicken
51482_ACP953,0.004133485,-0.000481985,chicken
51513_ACP433,0.003737486,-0.000174515,chicken
51521_ACP770,-0.001809267,-0.00244587,chicken
51523_ACP1151,-8.62E-05,-0.000760044,chicken
51524_ACP959,0.004032754,0.000451602,chicken
51533_ACP1166,0.004124307,-0.000354269,chicken
51538_ACP1149,0.00318321,-0.000187456,chicken
51539_ACP551,0.0046037,0.000126439,chicken
51542_ACP1195,0.003902542,-8.32E-05,chicken
51564_22_S21,0.000668567,0.000651579,chicken
51607_ACP1104,0.001371077,-0.00020487,chicken
51610_ACP799,0.000665706,-0.000453169,chicken
51615_ACP1037,0.002809634,-0.000874828,chicken
51619_ACP1180,0.003088051,-6.52E-05,chicken
51622_RC008,0.001547152,0.001947838,chicken
51625_RC018,-0.000577355,-0.003145018,chicken
51626_RC023,0.000582671,-0.002147002,chicken
51627_RC026,0.001273307,-0.001389378,chicken
51628_RC037,0.00045668,-0.001074251,chicken
51629_RC038,0.000938512,-0.001127796,chicken
51630_RC039,0.001093144,-0.002421935,chicken
51631_RC043,0.001204553,-0.002423143,chicken
51632_RC096,0.001426855,-0.002335167,chicken
51634_RC105,0.002555846,-0.002504834,chicken
51635_RC106,0.001020556,-0.001833186,chicken
51636_RC116,0.001445555,-0.002515778,chicken
51637_RC126,0.001000321,-0.002433802,chicken
51638_RC127,0.00106273,-0.002363388,chicken
51639_RC148,0.001313602,-0.001892453,chicken
51642_RC179,0.001185247,-0.002458969,chicken
51643_RC182,0.001177956,-0.002433879,chicken
51644_RC186,0.001185247,-0.002458969,chicken
51645_RC185,0.000677781,-0.001761149,chicken
51646_RC188,0.001113644,-0.002449253,chicken
51647_RC220,0.00118087,-0.002451714,chicken
51648_RC269,0.001096684,-0.002641881,chicken
51651_RC281,0.001046993,-0.002351717,chicken
51652_RC282,0.001041167,-0.002436192,chicken
51653_RC284,0.001185247,-0.002458969,chicken
51654_RC285,0.001116492,-0.002382485,chicken
51655_RC289,0.001179984,-0.002462208,chicken
51658_RC382,0.001516516,-0.002423105,chicken
51659_RC383,0.00110951,-0.002470196,chicken
51660_RC386,0.001719339,-0.002280804,chicken
51661_RC387,0.001187752,-0.002403214,chicken
51662_RC430,0.000498795,-0.00013282,chicken
51663_RC415,0.001166512,-0.002420941,chicken
51665_RC428,0.001179984,-0.002462208,chicken
51668_RC508,0.001215972,-0.002532525,chicken
51672_RC264,0.000671015,-0.00200995,chicken
51677_ACP696,0.005234749,-0.000707491,chicken
51701_ACP844,0.003982528,-7.50E-05,chicken
51702_ACP845,0.004284832,-0.000148064,chicken
51703_ACP846,0.004240028,-7.83E-05,chicken
51704_ACP847,-0.000950552,-0.000543238,chicken
51717_OXC10383,0.002791475,0.00034678,human stool
51733_ACP864,0.010740183,-0.007407949,chicken
51734_ACP865,0.000668239,0.000141398,chicken
51747_NWC737,-0.001555679,-3.95E-05,human stool
51749_ACP652,0.008576118,-0.002408703,chicken
51764_ACP810,0.003039234,-0.001290711,chicken
51766_ACP826,0.001026377,0.000373144,chicken
51824_ACP3,0.003137499,0.001011847,chicken
51827_ACP7,-0.000999878,0.000933552,chicken
51828_ACP8,0.004727431,-0.000167189,chicken
51835_ACP20,0.00359189,0.000276033,chicken
51836_ACP21,0.00492508,-0.000540338,chicken
51847_ACP37,0.001626009,-0.001023902,chicken
51864_ACP96,0.004117125,-6.86E-06,chicken
51865_ACP98,0.000888352,0.000132693,chicken
51872_ACP1020,-0.001663171,-1.53E-05,chicken
51878_ACP613,0.030269303,-0.00782536,chicken
56208_ARI4230,0.004199953,0.001195315,human stool
56209_ARI4231,0.007598261,0.002877733,human stool
56225_ARI4248,0.011422273,0.004620728,human stool
56238_ARI4261,0.006446507,0.003404171,human stool
56253_ARI4276,0.004659569,0.002212838,human stool
56256_ARI4281,0.004688679,0.002597823,human stool
56257_ARI4282,0.005341859,0.002060208,human stool
56259_ARI4284,0.010665436,0.004318724,human stool
56270_ARI4295,0.005301475,0.0038697,human stool
56316_ARI4339,0.008008446,0.004820701,human stool
56322_ARI4346,0.003853353,0.002651722,human stool
56329_ARI4354,0.006294671,0.004276088,human stool
56359_ARI4386,0.008435235,0.001210329,human stool
56365_ARI4392,0.006624144,0.001500273,human stool
56379_ARI4407,0.010315564,0.002230397,human stool
56399_ARI4425,0.00569282,0.002394557,human stool
56406_ARI4433,0.003732064,0.002275534,human stool
56466_C1999,-0.001857157,-6.13E-05,chicken
56475_C1573,0.007727471,0.00031345,chicken
56528_NWC746,-0.001563169,-0.000173631,human stool
56536_NWC765,-0.000776935,0.000739866,human stool
56552_OXC10405,0.001039145,0.001261754,human stool
56557_ACP1175,0.000180171,0.000136254,chicken
56591_OXC10421,0.00078781,0.000807618,human stool
56685_C1663,0.00874097,0.00247588,chicken
56759_C1740,0.009534909,0.002145745,chicken
56760_C1741,0.008056518,0.001910506,chicken
56777_C1764,0.004888286,0.002958501,chicken
56791_ARI4491,-0.000487724,0.000148351,human stool
56819_ARI4519,-0.002940989,-0.003456582,human stool
56823_ARI4523,0.000947639,0.000945198,human stool
56825_ARI4525,0.001375393,0.000525376,human stool
56828_ARI4528,-0.001886876,-0.000206215,human stool
56845_C1794,-0.002037821,7.12E-05,chicken
56846_C1795,-0.002491998,-7.96E-05,chicken
56851_C1800,-0.00213931,-0.000278569,chicken
56853_C1802,-0.000914775,-0.000205797,chicken
56855_C1804,-0.001941859,0.000115292,chicken
56857_C1806,-0.001801093,3.23E-05,chicken
56858_C1807,-0.001495768,-3.51E-05,chicken
56860_C1809,-0.001857127,5.54E-05,chicken
56918_C1867,-0.001878621,-4.95E-05,chicken
56926_C1875,0.003378731,0.000621264,chicken
56936_C1886,-0.002059513,-4.63E-05,chicken
56937_C1887,-0.001905653,-5.99E-05,chicken
56941_C1891,-0.001806177,-3.48E-05,chicken
56965_C1915,-0.000478795,-0.000191724,chicken
56999_OXC10433,0.005520188,0.002190667,human stool
57000_NWC807,-0.001365825,-0.003627418,human stool
57007_NWC814,-0.001684987,1.41E-05,human stool
57022_NWC829,0.000550846,0.000661347,human stool
57031_NWC798,0.000710958,0.001100393,human stool
57034_NWC836,-0.00040126,-0.001075091,human stool
57036_ACP458,0.00508054,-0.000207093,chicken
57038_APHAC120,0.004443161,-0.000440085,chicken
57049_APHAC131,0.003934322,-0.000243349,chicken
57054_APHAC136,0.003596045,0.000644113,chicken
57059_APHAC141,0.00397261,0.000458065,chicken
57060_APHAC142,-0.001737169,0.000188458,chicken
57062_APHAC144,0.002287328,-0.00098649,chicken
57071_APHAC153,0.000677558,-0.000310592,chicken
57073_APHAC156,0.004766616,0.000137593,chicken
57082_APHAC165,0.003853131,0.000173609,chicken
57083_APHAC166,0.004246785,-0.000702671,chicken
57085_APHAC168,0.004508279,0.000192432,chicken
57086_APHAC169,0.004029465,-0.00038269,chicken
57094_APHAC177,-0.000574768,-0.000419559,chicken
57107_APHAC191,0.000439073,-0.000344363,chicken
57209_NWC846,0.001128925,0.000966055,human stool
57216_OXC10448,0.000144768,0.000479185,human stool
57223_NWC858,0.00095877,0.001012989,human stool
57230_OXC10455,-0.000262815,-0.000169875,human stool
57262_NWC875,-0.000709486,0.000559408,human stool
57299_NWC904,0.001512788,1.48E-08,human stool
57304_NWC870,0.000609343,3.74E-05,human stool
57305_NWC871,0.000241686,-0.000369011,human stool
57327_NWC925,-0.000241242,-0.000353547,human stool
57333_OXC10472,-0.001074937,-9.36E-05,human stool
57364_NWC952,0.000544358,0.001153309,human stool
57377_NWC960,0.000864263,-1.91E-05,human stool
57651_OXC10518,-0.000214931,0.001587408,human stool
57653_OXC10509,-0.000159602,0.001570462,human stool
57656_14_P0270_04_13,-0.000742568,-0.000735354,pig
57657_14_P0271_04_13,-0.000407221,-0.000253597,pig
57658_14_P0273_04_13,0.000529373,-0.000682164,pig
57659_14_P0277_04_13,-0.000742568,-0.000735354,pig
57660_14_P0287_04_13,-0.000655386,-0.000882626,pig
57663_14_P0351_03_13,-1.88E-05,-0.001600374,pig
57664_14_P0442_04_13,0.001028159,-0.001476279,pig
57665_14_P0444_04_13,0.000409834,-0.00134969,pig
57666_14_P0514_04_13,0.00023759,-0.001382502,pig
57667_14_P0019_02_13,-0.001756001,-0.001039665,pig
57668_14_P0020_03_13,-0.001018393,-0.002487135,pig
57670_14_P0023_02_13,0.000357718,-0.002914625,pig
57671_14_P0024_02_13,-0.000135676,-0.000866535,pig
57672_14_P0055_03_13,-0.001842254,-0.000715474,pig
57673_14_P0091_03_13,-0.000172299,-0.000881798,pig
57674_14_P0093_02_13,-0.001576549,-0.002244381,pig
57675_14_P0098_02_13,-0.00056375,-0.001424661,pig
57676_14_P0124_04_13,0.001892154,-0.002691241,pig
57677_14_P0132_03_13,-0.001974952,-0.00179849,pig
57678_14_P0135_03_13,0.001287091,-0.000897405,pig
57679_14_P0139_03_13,5.35E-06,-0.001194523,pig
57680_14_P0140_03_13,0.000987956,-0.002792316,pig
57681_14_P0146_02_13,0.000103875,-0.001987184,pig
57682_14_P0146_03_13,-0.000153074,-0.000832442,pig
57684_14_P0157_02_13,0.002795482,-0.001362865,pig
57685_14_P0174_04_13,-9.61E-05,-0.001687231,pig
57686_14_P0178_03_13,0.000555617,-0.001607905,pig
57687_14_P0178_04_13,-0.002086755,-0.00224488,pig
57688_14_P0182_04_13,-0.001140908,-0.001090189,pig
57689_14_P0187_02_13,-0.000999822,-0.001378533,pig
57690_14_P0188_02_13,-0.000357556,-0.001430118,pig
57691_14_P0189_02_13,-0.001366713,-0.00120015,pig
57693_14_P0192_02_13,-0.000673308,-0.001645099,pig
57694_14_P0196_02_13,0.001224313,-0.001940599,pig
57695_14_P0198_02_13,-0.000934403,-0.000975377,pig
57696_14_P0203_04_13,0.000812041,-0.000251099,pig
57697_14_P0215_04_13,-0.001255965,-0.00098491,pig
57698_14_P0218_04_13,-0.00246097,-0.003278313,pig
57700_14_P0228_02_13,0.000338219,-0.000108622,pig
57701_14_P0232_02_13,-0.000955402,-0.001227978,pig
57702_14_P0242_04_13,-0.000603318,-0.00131942,pig
57703_14_P0245_04_13,-0.001511275,-0.00098258,pig
57704_14_P0249_04_13,0.000473525,-0.001163447,pig
57705_14_P0251_02_13,-3.22E-05,-0.000800984,pig
57706_14_P0259_02_13,-0.001748099,-0.000807384,pig
57709_14_P0266_02_13,0.000916243,-0.001659947,pig
57711_14_P0300_03_13,-0.001002112,-0.001759867,pig
57712_14_P0302_03_13,0.001184367,-0.001425175,pig
57714_14_P0346_03_13,-0.000382333,-0.001760716,pig
57716_14_P0349_03_13,0.001375118,-0.001007376,pig
57717_14_P0368_01_13,-0.001313721,-0.002629024,pig
57719_14_P0388_03_13,-0.00037957,-0.001224735,pig
57720_14_P0403_02_13,0.000505235,-0.000538121,pig
57723_14_P0415_03_13,-0.000157323,-0.001007765,pig
57724_14_P0422_01_13,0.000409822,-0.00132752,pig
57725_14_P0423_03_13,0.000845357,-0.0011369,pig
57726_14_P0439_01_13,-0.001210919,-0.000889013,pig
57727_14_P0463_02_13,0.000108669,-0.000885628,pig
57728_14_P0467_03_13,0.000517929,-0.00047944,pig
57729_14_P0468_03_13,-0.001232043,-0.001971951,pig
57730_14_P0469_03_13,-0.000867791,-0.00163749,pig
57732_14_P0473_03_13,0.000483565,-0.0019688,pig
57733_14_P0489_01_13,0.001116023,-0.001983946,pig
57734_14_P0505_01_13,0.00036586,-0.001365966,pig
57735_14_P0505_03_13,0.00109359,-0.002383357,pig
57736_14_P0510_01_13,0.00085521,-0.000671132,pig
57737_14_P0512_02_13,-0.001106118,-0.001239859,pig
57738_14_P0522_03_13,0.001069641,-0.002122362,pig
57740_14_P0538_02_13,-0.001208956,-0.000885124,pig
57742_14_P0568_02_13,-0.002206925,-0.001222174,pig
57744_14_P0591_03_13,0.001426048,-0.001662473,pig
57745_14_P0594_03_13,-0.0004011,-0.001479439,pig
57746_14_P0601_03_13,0.000847485,-0.000295815,pig
57747_14_P0610_02_13,0.002282931,-0.00228709,pig
57748_14_P0616_02_13,0.000945087,-0.001113477,pig
57749_14_P0618_02_13,-0.000669261,-0.001055018,pig
57750_14_P0644_02_13,-0.001301373,-0.001011811,pig
57752_14_P0649_03_13,0.001290745,-0.004501274,pig
57753_14_P0654_03_13,0.0004288,-0.00088449,pig
57756_CAMP1090,0.001175403,-0.000287589,chicken
57760_CAMP828,0.002537451,0.000321826,chicken
57836_SS_062,0.002132856,-4.00E-05,chicken
57849_SS_082,0.000845783,-0.000176388,chicken
57854_SS_090,0.000333311,0.000349058,chicken
57857_SS_093,0.001603511,-0.001803275,chicken
57865_SS_106,0.004131937,0.000257515,chicken
57870_SS_114,0.000709643,0.000955396,chicken
57876_SS_127,0.004371683,8.33E-05,chicken
57884_SS_142,0.001111462,-0.001740887,chicken
57886_SS_146,0.000603971,0.000623775,chicken
57890_SS_151,-2.98E-05,0.000830227,chicken
57907_SS_176,0.004070958,-5.36E-05,chicken
57913_SS_186,0.004365319,4.86E-05,chicken
57916_SS_189,0.000227236,0.000116703,chicken
57932_SS_213,0.004026797,-0.000193873,chicken
57950_SS_246,-0.000100579,-0.000184801,chicken
57952_SS_250,0.001645509,0.000907857,chicken
57958_SS_258,0.001274348,-0.000153686,chicken
57962_SS_263,0.000664815,-0.000707822,human stool
57964_SS_266,0.003774741,3.14E-06,human stool
57965_SS_268,-0.000807136,-0.000586704,human stool
57968_SS_273,0.001462767,0.000380674,human stool
57977_SS_288,-0.001096795,5.88E-05,chicken
57983_SS_298,0.001141824,-0.000246458,chicken
57984_SS_299,0.001024966,0.001176843,chicken
57991_SS_306,0.000191399,0.000240631,chicken
57993_SS_308,0.001927342,-0.000731628,chicken
58001_SS_318,0.003403113,-0.000880384,chicken
58004_SS_321,0.000365371,-0.000435702,chicken
58014_SS_384,0.003224244,0.00071839,chicken
58017_SS_390,0.000692342,0.001011063,chicken
58018_SS_391,0.000425104,-0.000480893,chicken
58021_SS_395,0.003246118,-0.000660406,chicken
58023_SS_399,0.001645509,0.000907857,chicken
58024_SS_400,0.002558796,-0.000382868,chicken
58037_SS_578,-0.00162982,3.98E-05,human stool
58038_SS_580,0.004817998,0.000731024,human stool
58039_SS_581,0.003183119,-0.001757885,human stool
58040_SS_582,0.000442191,-0.001388898,human stool
58041_SS_583,8.81E-05,-0.000792809,human stool
58042_SS_584,-0.002389923,0.000452603,human stool
58054_OXC10532,0.009751474,0.004784349,human stool
58063_NWC1024,0.004073176,0.003643073,human stool
58132_ARI3939,3.16E-05,-0.001267798,human stool
58170_ARI4002,0.000362938,-0.002114043,human stool
58179_ARI4018,0.000751821,0.000840138,human stool
58191_ARI4040,-0.000117164,-0.000344061,human stool
58204_ARI4064,0.00093301,0.00105994,human stool
58212_ARI4078,0.001069253,-0.00085205,human stool
58230_OXC10556,-0.00100357,-0.000707145,human stool
58236_NWC1055,-0.00023953,-0.000349081,human stool
58242_OXC10562,0.00162553,0.000839909,human stool
58258_OXC10555,0.001052904,-0.000830956,human stool
58259_NWC1103,-0.001409926,0.00094155,human stool
58296_NWC1091,0.000771443,0.000814205,human stool
58340_NWC1132,0.000743897,0.001060604,human stool
58358_NWC1124,0.001387832,0.000896252,human stool
58359_OXC10585,0.00075677,0.001029268,human stool
58360_OXC10593,0.000716513,0.000265305,human stool
58364_NWC1133,0.002671266,-0.000319656,human stool
58377_NWC1134,0.002042204,0.000194553,human stool
58379_OXC10602,-1.04E-05,0.000164088,human stool
58391_OXC10610,0.000613473,-3.59E-05,human stool
58407_OXC10606,-0.001173479,0.00010061,human stool
58431_NWC1167,0.002379503,0.001021077,human stool
58436_NWC1169,-0.001049482,-0.000686949,human stool
58453_NWC1181,-2.44E-05,-0.000169051,human stool
58456_OXC10630,-0.000267967,-0.000434985,human stool
58484_ARI0659,0.000637401,0.001093274,human stool
58502_C0134,-0.000613066,-0.00092364,chicken
58526_ARI4545,0.000692783,0.001011175,human stool
58535_ARI4554,0.001187932,0.000543306,human stool
58544_ARI4563,0.004186803,-0.00074594,human stool
58549_ARI4568,5.24E-05,7.03E-05,human stool
58551_ARI4570,-0.000410792,0.001278413,human stool
58554_C1937,-0.001878621,-4.95E-05,chicken
5859_OXC2,-0.008541344,0.002324648,human stool
5869_OXC12,0.002574609,-0.00123447,human stool
5875_OXC18,0.001074796,0.000213392,human stool
5880_OXC23,-0.000829556,-0.000184294,human stool
5897_OXC40,0.001906959,-0.000702168,human stool
