,V1,V2,source
23593_OXC5853,-0.00149821,-0.002961556,human stool
23595_OXC5855,-0.00111576,-0.000553823,human stool
23596_OXC5856,-0.001026338,-0.002879684,human stool
23602_OXC5864,0.002646294,-0.001694704,human stool
23606_OXC5870,0.001000792,-0.002256867,human stool
23645_OXC5922,0.000615694,0.001014365,human stool
23646_OXC5923,0.000775333,0.001014087,human stool
23887_OXC7347,-0.000388844,0.000613463,human stool
23902_OXC7363,-0.001188921,0.000131285,human stool
23920_OXC7382,-0.000717817,0.002103179,human stool
23932_OXC7394,0.003098299,0.000832159,human stool
23938_OXC7402,0.003012516,0.00085429,human stool
23946_OXC7411,0.002337478,-0.000774758,human stool
23962_OXC7429,-0.001258624,-0.000322101,human stool
23967_OXC7436,0.002136068,-0.000907504,human stool
23975_OXC7444,-0.000758333,0.002111758,human stool
23977_OXC7447,3.62E-05,8.72E-05,human stool
23983_OXC7453,-0.000375729,-0.000251545,human stool
23987_OXC7457,0.000147025,0.000441562,human stool
24003_OXC7474,0.002073671,0.00028947,human stool
24005_OXC7476,-2.88E-05,-3.06E-05,human stool
24023_OXC7495,-0.001125717,-0.000123233,human stool
24032_OXC7506,-0.000289852,-0.000279316,human stool
24048_OXC4571,0.000780669,-0.000414633,human stool
24054_OXC4580,0.000618221,0.001027464,human stool
24072_OXC4617,0.002822842,0.000299488,human stool
24093_OXC4647,-6.95E-05,2.63E-05,human stool
24126_OXC7522,-0.000895187,-0.000612797,human stool
24169_OXC6471_V2,0.000743521,0.000959585,human stool
24170_OXC6472_V2,0.000743521,0.000959585,human stool
24177_OXC6576_V2,0.000412311,-0.000525186,human stool
24179_OXC6471R_V2,0.000743521,0.000959585,human stool
24180_OXC6472R_V2,0.000743521,0.000959585,human stool
24187_OXC6576R_V2,0.000412311,-0.000525186,human stool
24255_8993,-0.004455172,-0.00368433,pig
24256_PW1,-0.000964915,-0.000748891,pig
24458_OXC4892,0.001538129,-0.002500723,human stool
24472_OXC4949,-0.000465629,-2.73E-05,human stool
24483_OXC7542,0.001735262,-0.000757733,human stool
24491_OXC7553,-0.000277176,5.77E-05,human stool
24500_OXC7563,0.001484236,0.000490662,human stool
24509_OXC7572,0.000769184,-0.000364962,human stool
24512_OXC7575,0.00186452,-0.000608282,human stool
24516_OXC7580,-0.001357525,-6.94E-05,human stool
24525_OXC7593,-0.000169898,-0.000435988,human stool
24530_OXC7598,-0.000319594,-0.000580059,human stool
24539_OXC7609,0.002199642,-0.00058205,human stool
24541_OXC7612,0.000198325,-0.004067512,human stool
24544_OXC7615,0.002030244,-4.09E-05,human stool
24547_OXC7618,0.001172389,0.000963329,human stool
24551_OXC7622,0.001342306,-4.14E-06,human stool
24552_OXC7623,0.00163342,-0.002388666,human stool
24558_OXC7629,0.002232428,-0.000602777,human stool
24565_OXC7636,0.000813361,0.001192887,human stool
24581_OXC7773,3.36E-06,0.000636882,human stool
24603_OXC7803,0.000729873,-0.001261635,human stool
24604_OXC7806,0.000962632,0.001030476,human stool
24620_OXC7823,0.001172939,-0.002427196,human stool
24621_OXC7824,0.001349955,-0.000324285,human stool
24629_OXC7832,-0.001687872,2.77E-05,human stool
24637_OXC7840,0.001845,-0.000535358,human stool
24639_OXC7842,0.000308362,-0.000364659,human stool
24659_OXC4968,0.000760681,0.000835905,human stool
24761_OXC5146,0.000997353,0.000891733,human stool
24823_OXC5240,0.00205416,0.000370459,human stool
24831_OXC5253,-0.000207492,-1.37E-05,human stool
24832_OXC5254,0.002410549,0.000159311,human stool
24835_OXC5257,0.000336187,-0.001324684,human stool
24848_OXC5301,-0.000443122,-0.000320009,human stool
24905_OXC7648,-0.000208385,-0.000615844,human stool
24906_OXC7649,0.000478068,0.000459541,human stool
24907_OXC7650,0.001584318,-0.000424746,human stool
24908_OXC7653,-0.065592991,-0.001909397,human stool
24938_OXC7687,0.000649713,0.000818334,human stool
24942_OXC7694,0.002328313,-0.001943627,human stool
24949_OXC7701,0.000693697,0.000808152,human stool
24950_OXC7702,0.002349138,-0.001191426,human stool
24953_OXC7706,0.000962632,0.001030476,human stool
24966_OXC7725,-0.001751634,4.02E-05,human stool
24971_OXC7732,0.002618259,-0.001207453,human stool
24994_OXC7859,-9.60E-05,-0.000265188,human stool
24995_OXC7860,0.000413473,-0.000234648,human stool
24996_OXC7861,-0.001407955,0.000537484,human stool
24997_OXC7862,0.001131593,-0.002343923,human stool
25008_OXC7873,0.000736644,0.000865243,human stool
25011_OXC7876,0.000408719,-0.000416762,human stool
25016_OXC7883,0.001030575,-0.002284375,human stool
25021_OXC7890,0.000418962,0.000486324,human stool
25037_OXC7907,0.001061909,-0.002315409,human stool
25038_OXC7908,0.000692342,0.001011063,human stool
25043_OXC7913,0.000769536,0.000967663,human stool
25050_OXC7920,0.00113526,-0.002465848,human stool
25054_OXC7925,-0.001052574,1.20E-05,human stool
25061_OXC7933,0.000121574,-0.003115989,human stool
25062_OXC7934,0.000121574,-0.003115989,human stool
25064_OXC7939,0.001307902,0.000425943,human stool
25065_OXC7940,0.00131505,0.000434655,human stool
25066_OXC7943,0.001083567,-0.002399002,human stool
25067_OXC7944,0.001639517,0.000219191,human stool
25371_OXC4960,-0.001217681,-0.001511033,human stool
25396_OXC7982,0.000510054,0.000924214,human stool
25400_OXC7988,0.001480771,-0.002039733,human stool
25403_OXC7995,0.002295079,-0.001898616,human stool
25407_OXC8003,0.001131593,-0.002343923,human stool
25443_OXC8179,0.001451809,-0.001767154,human stool
25447_OXC8154,-0.000689855,1.22E-05,human stool
25465_OXC7685,0.000649713,0.000818334,human stool
25477_OXC7952,0.001024636,0.000475061,human stool
25495_OXC8021,0.00070961,0.0008084,human stool
25506_OXC8041,0.000772925,0.000973269,human stool
25507_OXC8042,0.001056212,0.000903199,human stool
25524_OXC8091,0.000677787,0.000977673,human stool
25525_OXC8096,0.000728007,0.000913204,human stool
25531_OXC8105,0.000787528,0.000902879,human stool
25540_OXC8122,0.000787528,0.000902879,human stool
25542_OXC8161,0.000718031,0.001066893,human stool
25550_OXC7218_R,-0.000116055,-0.002051157,human stool
25553_OXC7581,-0.001358285,-6.57E-05,human stool
25559_OXC8131,0.00086125,0.001701841,human stool
25563_OXC4959,0.001260637,-0.002506084,human stool
25577_OXC7985,-0.000516022,-0.000298111,human stool
25586_OXC8018,-0.00074695,7.91E-05,human stool
25587_OXC8020,0.00070961,0.0008084,human stool
25603_OXC8061,0.000956937,0.001016391,human stool
25604_OXC8067,0.001969876,-0.002436255,human stool
25605_OXC8071,0.000822943,0.001229477,human stool
25609_OXC8075,-0.00074695,7.91E-05,human stool
25613_OXC8108,0.000956937,0.001016391,human stool
25618_OXC8117,-0.000697484,-0.000484914,human stool
25626_OXC7550,-0.000723296,-0.000684208,human stool
25631_OXC8142,-0.001600959,-1.46E-05,human stool
25633_OXC8144,0.000393233,-0.002055274,human stool
25636_OXC8148,0.000279308,0.000840704,human stool
25638_OXC8152,1.51E-05,-0.000357937,human stool
25639_OXC8156,0.000956937,0.001016391,human stool
25643_OXC8178,0.002792272,-0.001072955,human stool
25644_OXC8180,0.001421689,0.0011965,human stool
25651_OXC7739,0.001056212,0.000903199,human stool
2657_H133920799,0.001048987,0.00105793,human stool
2660_H134000451,-0.000225837,-0.003847874,human stool
2665_H134660451,-0.000503044,-0.000188927,human stool
2676_H142240934,0.000516256,0.000813142,human stool
2678_H142240935,-0.00119856,-0.00049898,human stool
27865_OXC7713,-0.000171483,-1.49E-05,human stool
27877_OXC7352,-8.65E-05,0.020425948,human stool
27881_OXC7771,4.08E-07,0.000623083,human stool
27904_OXC8199,-0.000950501,-0.000543304,human stool
27908_OXC8203,-0.001224979,-0.00013178,human stool
27915_OXC8210,0.000956937,0.001016391,human stool
27918_OXC8215,-0.001882592,0.000382962,human stool
27922_OXC8219,0.000625777,0.000976508,human stool
27926_OXC8224,0.001270533,0.000400443,human stool
27940_OXC8240,-0.000826748,-0.000172913,human stool
27943_OXC8243,-0.000305372,3.66E-05,human stool
27944_OXC8244,-0.000305372,3.66E-05,human stool
27947_OXC8248,-0.000522667,-5.68E-05,human stool
27957_OXC8261,0.001413288,0.001259802,human stool
27965_OXC8272,0.000519011,0.000411381,human stool
27967_OXC8274,0.003866843,-0.000114404,human stool
27984_OXC8293,-0.00060113,-0.00023192,human stool
27985_OXC8294,-0.00060113,-0.00023192,human stool
28031_OXC8340,0.000861261,0.000819564,human stool
28055_OXC8369,0.000764045,0.001009459,human stool
28585_OXC8392,0.003802076,0.000158839,human stool
28594_OXC8402,-0.001664227,-2.71E-05,human stool
28607_OXC8416,0.000429692,-0.000603327,human stool
28613_OXC8422,-0.073923634,0.000515163,human stool
28614_OXC8423,0.000672076,0.000984762,human stool
28616_OXC8425,-0.001489589,0.000863659,human stool
28625_OXC8434,0.000601245,0.001018672,human stool
28635_OXC8444,0.000429692,-0.000603327,human stool
28638_OXC8447,0.004404395,-0.00052804,human stool
28641_OXC8450,-0.001489589,0.000863659,human stool
28649_OXC8458,0.000771996,0.000816053,human stool
28655_OXC8462R,0.001778225,0.000276765,human stool
28694_OXC8503,-0.000927181,-0.000389539,human stool
28704_OXC8513,-0.000927181,-0.000389539,human stool
28712_OXC8521,-0.000173882,-0.000158873,human stool
28732_OXC8542,-0.000819202,-0.000276835,human stool
28737_OXC8548,-0.071430947,0.007501729,human stool
28739_OXC8550,-0.000819202,-0.000276835,human stool
28741_OXC8552,-0.001347417,-0.000151376,human stool
28746_OXC8557,6.12E-06,-0.000593754,human stool
28827_P0142,-0.0006105,-0.000945379,pig
28828_C0775,0.010265195,0.007070716,chicken
28897_OXC8740,0.000782282,0.000957705,human stool
28904_OXC8565,-0.000197451,-0.001019008,human stool
28906_OXC8567,-0.000231296,-0.003361646,human stool
28911_OXC8574,-0.000257208,0.001487625,human stool
28947_OXC8624,0.000795514,-0.000240703,human stool
28962_OXC8648,-0.001453993,0.000537743,human stool
28968_OXC8654,0.000621966,-0.000557634,human stool
28969_OXC8655,0.000603174,-0.000513836,human stool
28991_OXC8628,-0.00112966,-0.000538018,human stool
28998_OXC8663,-0.000355789,-5.70E-05,human stool
29001_OXC8667,0.001467941,0.000357514,human stool
29011_OXC8679,0.004071673,-0.000159186,human stool
29020_OXC8688,0.001893624,-0.000754997,human stool
29027_OXC8696,0.001558128,-0.001113191,human stool
29028_OXC8697,0.001211012,0.000605643,human stool
29029_OXC8698,0.000990746,0.000792859,human stool
29030_OXC8701,0.00150272,-0.001101675,human stool
29034_OXC8705,0.001893624,-0.000754997,human stool
29046_OXC8719,0.001726299,-0.002334625,human stool
29053_OXC8728,0.001000105,0.000702063,human stool
29055_OXC8730,-0.000116055,-0.002051157,human stool
29064_OXC8739,0.00090738,-0.000169533,human stool
29081_OXC8720,0.002254197,0.000341908,human stool
29082_OXC8724,0.004091145,-0.000984904,human stool
29302_OXC6094,-0.001189112,-0.002512894,human stool
29342_OXC6172,0.000192383,0.00080004,human stool
29588_OXC5044,-7.11E-05,-0.001525483,human stool
29612_OXC5245,-0.00197669,-0.002087561,human stool
29622_OXC5402,-0.002001802,-0.001173287,human stool
29624_OXC5408,-0.001892653,-0.003641863,human stool
29628_OXC5423,0.000579303,-0.000882922,human stool
29635_OXC5442,-0.071473606,-0.006307082,human stool
29637_OXC5471,0.000267974,-0.003169015,human stool
29638_OXC5485,-0.001199914,-0.002146881,human stool
29640_OXC5488,-0.000157685,-0.00184973,human stool
29641_OXC5489,0.001730922,-0.002482227,human stool
29648_OXC5644,0.000117418,-0.002143165,human stool
29653_OXC5667,-0.0025315,-0.001112271,human stool
29656_OXC5684,-0.074272334,-0.009032124,human stool
29668_OXC5749,-0.002566719,-0.003026046,human stool
29674_OXC5790,0.002876597,-0.002228982,human stool
29677_OXC5868,-0.000242631,0.000113719,human stool
29682_OXC5936,-0.001012413,-0.002815072,human stool
29686_OXC6101,-0.001889471,-0.001291955,human stool
29693_OXC6136,-0.000792488,-0.003084149,human stool
29701_OXC6152,-0.000995767,-8.28E-05,human stool
29708_OXC6165,5.29E-05,0.002396186,human stool
29711_OXC6171,-0.001358783,0.000131945,human stool
29715_OXC6177,0.000353199,-0.001190648,human stool
30439_OXC8748,-0.00033272,-9.51E-05,human stool
30441_OXC8750,0.000781281,0.000828877,human stool
30442_OXC8751,0.00094034,0.00061713,human stool
30443_OXC8752,0.000956474,0.000361147,human stool
30444_OXC8753,0.000956474,0.000361147,human stool
30453_OXC8763,0.00094034,0.00061713,human stool
30477_OXC8788,0.000692778,0.001012784,human stool
30479_OXC8790,0.000692778,0.001012784,human stool
30493_OXC8804,0.002540533,-0.001682672,human stool
30502_OXC8814,-0.001748974,5.18E-05,human stool
30503_OXC8815,-0.000769367,-0.001326118,human stool
30533_OXC8847,-0.001075653,0.000100089,human stool
30537_OXC8851,0.001131021,0.000288113,human stool
30546_OXC8860,-0.001182781,-0.000541685,human stool
30571_OXC8887,-0.001797532,3.85E-05,human stool
30635_OXC8952,0.001344578,0.000992356,human stool
30664_OXC8982,0.003808358,-8.76E-05,human stool
30667_OXC8985,0.000986782,-0.001036434,human stool
30702_OXC9023,-0.001100427,4.88E-05,human stool
30708_OXC9029,-0.001398599,5.48E-05,human stool
30709_OXC9030,0.00041493,-0.000820715,human stool
30712_OXC9033,0.001904674,0.001011996,human stool
30723_OXC9044,0.001395457,0.000894564,human stool
30733_OXC9054,-0.000239673,-0.000349145,human stool
30741_OXC9062,0.000284037,-0.000398211,human stool
30748_OXC9069,1.91E-05,6.53E-05,human stool
30749_OXC9070,-0.000651018,0.002067889,human stool
30760_OXC9081,-0.000651018,0.002067889,human stool
30765_OXC9086,0.000673484,0.001459329,human stool
30766_OXC9087,0.000255685,-4.75E-05,human stool
30787_OXC9108,-0.000636921,0.000156633,human stool
30791_OXC9112,0.000711664,0.001003553,human stool
30792_OXC9113,-0.07139741,-0.003520309,human stool
30805_OXC9126,-0.001146422,0.000112955,human stool
30811_OXC9132,-0.001733736,0.000197855,human stool
30824_OXC9145,-0.000701081,-0.000412964,human stool
30826_OXC9147,-0.001534795,-0.000194559,human stool
30837_OXC9158,0.000683654,0.001453654,human stool
30839_OXC9160,-0.000870524,6.83E-05,human stool
30844_OXC9165,0.00101695,-0.000652253,human stool
30847_OXC9168,0.000683654,0.001453654,human stool
30857_OXC9178,-0.000960414,-0.000243399,human stool
30884_OXC9205,0.004124966,-0.000264058,human stool
30887_OXC9208,0.000741186,0.001037172,human stool
30888_OXC9209,0.005150157,0.000110588,human stool
30914_OXC9241,0.003933984,-0.000446659,human stool
30927_OXC9254,0.00070518,-0.002611173,human stool
30936_OXC9263,-0.00046578,-0.000350206,human stool
30939_OXC9266,0.001144208,-0.002477412,human stool
30951_OXC9278,0.000422337,-5.26E-05,human stool
30954_OXC9281,0.000522253,0.000938661,human stool
30957_OXC9284,2.96E-05,-0.000324673,human stool
30966_OXC9293,0.000706292,0.000503302,human stool
30974_OXC9301,0.000394781,-0.000719899,human stool
30980_OXC9307,0.000374921,0.000936428,human stool
30991_OXC9224,-0.001733736,0.000197855,human stool
30999_OXC9232,0.000713362,0.0006942,human stool
31001_OXC9234,-0.000129576,-0.000238927,human stool
31002_OXC9235,0.000492757,-4.20E-05,human stool
31007_H143980374,0.028278333,-0.021785118,human stool
31009_H143960243,0.000644911,0.00147049,human stool
31018_OXC8807,-0.001748974,5.18E-05,human stool
31021_OXC8822,0.002254197,0.000341908,human stool
31026_OXC8872,-0.001318882,-0.000302423,human stool
31036_OXC8942,0.00076937,0.001053814,human stool
31038_OXC8954,0.000544236,0.001170147,human stool
31045_OXC8957,0.001088699,0.000816136,human stool
31046_OXC8958,0.000404167,0.000714037,human stool
31047_OXC8960,0.000600891,7.01E-06,human stool
31051_OXC8965,0.000543451,2.11E-05,human stool
31063_OXC8981,-0.001661897,-3.24E-05,human stool
31130_H144340539,-0.001667653,7.71E-05,human stool
31136_H144340562,0.00147361,0.000254287,human stool
31160_OXC9341,-0.00118452,0.000133517,human stool
31163_OXC9344,0.001888765,0.000483946,human stool
31170_OXC9351,-0.0016466,0.000899336,human stool
31178_OXC9359,-0.000811808,-0.000387588,human stool
31180_OXC9361,-0.002241697,0.000367217,human stool
31181_OXC9362,0.000615038,0.001112619,human stool
31191_OXC9372,-0.000548923,-0.000118631,human stool
31201_OXC9382,0.00073571,0.001047676,human stool
31204_OXC9385,0.000516476,-0.001196986,human stool
31207_OXC9388,-0.000997477,-0.002212179,human stool
31230_OXC9411,0.000915188,0.001022271,human stool
31238_OXC9419,0.001379962,0.000823109,human stool
31245_OXC9426,0.001327862,0.000706988,human stool
31258_OXC9439,-0.001560088,7.25E-05,human stool
31262_OXC9443,-2.62E-05,-0.00051134,human stool
31268_OXC9449,-0.002241697,0.000367217,human stool
31321_OXC9502,0.000110668,0.000322178,human stool
31346_OXC9527,-0.000305796,0.000390562,human stool
31359_OXC9540,-0.002077084,-0.001370607,human stool
31365_OXC9546,0.000641894,0.000888592,human stool
31367_OXC9548,-0.001709058,-7.87E-05,human stool
31395_OXC9576,0.000426832,0.000391829,human stool
31398_OXC9579,-0.001751385,6.47E-05,human stool
31405_OXC9586,0.000772308,0.001097114,human stool
31452_OXC9633,0.000734269,0.000998057,human stool
31474_OXC9655,0.000133803,0.001365685,human stool
31494_OXC9675,-0.001560035,5.93E-05,human stool
31505_OXC9686,0.001807336,-0.002430356,human stool
31512_OXC9693,-0.001563389,-2.93E-05,human stool
31559_H144740623,0.001029123,0.001355486,human stool
31563_H144900627,-0.000814404,-0.000400797,human stool
32046_FB1,-0.001921032,0.000181154,human stool
32255_RM1875,0.000278501,-0.00169732,pig
32298_15_537360,0.000265554,0.000236597,human stool
32509_H150560571,0.000782956,4.48E-05,human stool
32515_H150620642,0.00436394,0.000227987,human stool
32556_H150580715,0.00104684,0.001030393,human stool
32761_OXC9705,0.000916846,0.000921527,human stool
32762_OXC9706,-0.000261385,0.001347097,human stool
32763_OXC9707,-0.000194547,0.001342442,human stool
32786_OXC9730,0.001081783,0.002060775,human stool
32799_OXC9743,0.000773606,0.000771333,human stool
32800_OXC9744,0.002608335,-0.000455478,human stool
32825_OXC9769,0.001462885,0.000258291,human stool
32832_OXC9776,0.000175465,-0.000682672,human stool
32846_OXC9790,0.000939912,0.000926273,human stool
32862_OXC9806,0.00224974,0.001509287,human stool
32878_OXC9822,0.000828541,0.001221085,human stool
32897_OXC9841,0.000252353,-0.000570274,human stool
32904_OXC9848,0.000252353,-0.000570274,human stool
32910_OXC9854,-0.001663562,-5.42E-06,human stool
32914_OXC9858,-0.001752665,4.31E-05,human stool
32915_OXC9859,0.001031193,0.000843282,human stool
32928_OXC9872,-0.000155097,-0.000313526,human stool
32931_OXC9875,-0.002180023,0.000127449,human stool
32938_OXC9882,0.001155128,0.001262914,human stool
33097_H151340583,-3.13E-05,3.81E-06,human stool
33098_H151340584,0.000784224,0.001181014,human stool
33128_OXC6126X,-0.00208781,0.000280616,human stool
33129_OXC6145X,-0.001677881,1.41E-05,human stool
33283_H151840727,0.002763974,-0.002129111,human stool
33285_H151840499,0.001744857,-0.001316456,human stool
33908_18_3,-0.002077038,-0.002069092,pig
33909_150_1,0.001687872,-0.000914602,pig
33926_Uoh_17S,-0.001673805,0.000330882,human stool
33928_Uoh_27S,-0.000554524,-0.002672164,human stool
34065_Uoh_Be15R,-0.001673805,0.000330882,human stool
34154_H122660720,0.000554636,0.000755952,human stool
34419_OXC9887,0.001027416,0.000246025,human stool
34422_OXC9890,-0.001220143,0.000157105,human stool
34432_OXC9900,0.000747277,0.000786441,human stool
34446_OXC9914,0.00068568,0.00099961,human stool
34455_OXC9923,-0.000513233,-0.000100469,human stool
34461_OXC9929,0.000281987,0.000708378,human stool
34472_OXC9940,-0.000839186,0.000659309,human stool
34473_OXC9941,-0.000625944,0.000949799,human stool
34475_OXC9943,-0.000175004,0.001183368,human stool
34490_OXC9958,0.000732395,0.000998867,human stool
34493_OXC9961,0.000721083,0.001058409,human stool
34515_OXC9983,-0.002176204,0.000161214,human stool
34530_OXC9998,0.000839986,-0.001686115,human stool
34538_LU_15036795,-0.000708441,0.001418142,human stool
35246_Cc111_3,0.001666942,-0.001247525,pig
35247_Cc90_3,-0.000931895,-0.001283203,pig
35248_CcZ163,-0.000831406,-0.001838104,chicken
35249_Cc2548,0.001341548,0.000462709,chicken
35250_Cc2553,0.002722825,-0.000749242,chicken
35256_Cc84_2,0.000973728,-0.002381307,pig
35257_Cc80352,0.003000935,0.000208126,chicken
35258_Cc86119,0.001770823,-0.000966239,chicken
35263_Cc132_6,0.00087543,-0.001327271,pig
35266_Cc59_2,0.001144343,-0.001969774,pig
35271_Cc67_8,-0.001905582,-0.004552188,pig
35277_Cc151_9,-0.001868693,-0.001301048,pig
35284_CcZ156,-0.000733349,-0.002108531,chicken
38425_ARI1493,0.000876101,0.000775266,human stool
38435_ARI1503,-0.001166567,0.000717751,human stool
38438_ARI1506,0.000558555,0.000771435,human stool
38452_ARI1522,0.001472625,0.000196094,human stool
38466_ARI1537,0.000610594,0.001005056,human stool
38483_ARI1556,-0.001824975,2.92E-05,human stool
38485_ARI1561,0.00074645,0.001020544,human stool
38492_ARI1568,-0.001824975,2.92E-05,human stool
38495_ARI1571,-0.000259526,0.000384519,human stool
38497_ARI1573,-0.001167855,0.000677041,human stool
38503_ARI1580,0.000723501,0.000968664,human stool
38515_ARI1592,0.000803245,0.000794398,human stool
38537_ARI1617,0.000739711,0.000995741,human stool
38562_ARI1649,-0.001166567,0.000717751,human stool
38597_ARI1688,0.000738413,0.001001577,human stool
38605_ARI1699,0.000666259,0.001089065,human stool
38613_ARI1709,-0.000904542,4.69E-05,human stool
38628_ARI1729,-0.001100475,4.75E-05,human stool
38629_ARI1730,0.001519438,-0.002701354,human stool
38658_ARI1761,0.000754465,0.001028181,human stool
38668_ARI1771,0.00162541,0.000908285,human stool
38676_ARI1782,0.001546955,-0.001323596,human stool
38757_ARI1871,0.001012212,-0.001496835,human stool
38759_ARI1873,0.00101203,-0.001496945,human stool
38784_ARI1898,0.001172153,0.000506424,human stool
38787_ARI1901,-0.000465802,4.07E-05,human stool
38791_ARI1905,0.002015105,-0.000425754,human stool
38793_ARI1907,-0.00185853,0.000364535,human stool
38794_ARI1908,-0.00185853,0.000364535,human stool
38799_ARI1913,-0.00030715,-0.000613529,human stool
38803_ARI1917,0.000692342,0.001011063,human stool
38809_ARI1924,0.00077043,0.000989155,human stool
38815_ARI1930,0.000767735,0.001008505,human stool
38819_ARI1934,-0.000406007,-0.000351835,human stool
38824_ARI1939,0.000699459,0.001008658,human stool
38855_ARI1973,-0.002075728,0.000102671,human stool
38864_ARI1982,-0.001889639,-0.00338506,human stool
38881_ARI2000,0.001279518,0.000945667,human stool
38882_ARI2001_1,0.000723156,0.00079975,human stool
38912_ARI2031_1,-0.001751654,4.02E-05,human stool
38914_ARI2033_1,0.001173318,0.000479891,human stool
38917_ARI2036_1,0.001173318,0.000479891,human stool
38918_ARI2037_1,0.001173318,0.000479891,human stool
38944_ARI2063_1,0.00012547,-0.000565577,human stool
38965_ARI2085_1,0.000672995,-0.000241246,human stool
38972_ARI2092,-6.64E-05,0.00066894,human stool
38975_ARI2095,-0.00108482,-0.000198971,human stool
39002_ARI2123,0.003516219,-0.000181765,human stool
39009_ARI2131_1,0.00053167,-0.000136798,human stool
39014_ARI2136_1,0.000749178,-0.001085001,human stool
39019_ARI2141_1,0.000962632,0.001030476,human stool
39033_ARI2156_1,0.000525382,0.000721591,human stool
39041_ARI2164,-0.00171248,1.74E-05,human stool
39091_ARI2214,-0.001162991,-0.000314463,human stool
39099_ARI2222,0.001082484,0.000504999,human stool
39104_ARI2227,-0.00171248,1.74E-05,human stool
39110_ARI2233,0.0003879,0.000321172,human stool
39127_ARI2263,0.001576626,0.000966941,human stool
39131_ARI2271,-0.000978125,-0.000167435,human stool
39144_ARI2303,8.86E-05,0.000598121,human stool
39157_ARI2323,0.001157811,0.00131025,human stool
39167_ARI2334,0.000702368,0.001011327,human stool
39169_ARI2336,0.000702364,0.001011307,human stool
39181_ARI2352,0.000416409,-0.000438468,human stool
39183_ARI2354,-5.03E-05,-0.00017552,human stool
39186_ARI2358,0.001041977,-0.002307544,human stool
39191_ARI2364,0.000843159,0.001041218,human stool
39196_ARI2370,-0.00143681,-0.000241108,human stool
39204_ARI2382,0.000775309,0.000963006,human stool
39218_ARI2398,0.001025123,0.00079064,human stool
39236_ARI2417,0.001460494,0.000436246,human stool
39239_ARI2422,0.001287958,0.000960014,human stool
39243_ARI2426,0.000861495,0.001006832,human stool
39250_ARI2434,0.000736644,0.000865243,human stool
39261_ARI2448,-0.000750978,-0.000711366,human stool
39277_ARI2467,0.000647991,0.000934032,human stool
39278_ARI2469,0.0021069,0.000278821,human stool
39284_ARI2477,0.000703499,0.000948654,human stool
39290_ARI2485,0.001028971,0.000979503,human stool
39291_ARI2486,-0.001588085,-2.82E-05,human stool
39293_ARI2488,0.000632921,0.000920447,human stool
39294_ARI2489,0.000747188,0.001037071,human stool
39298_ARI2493,0.000703499,0.000948654,human stool
39299_ARI2494,0.000750387,0.001009571,human stool
39312_ARI2507,-0.001661897,-3.24E-05,human stool
39315_ARI2510,0.000747188,0.001037071,human stool
39323_ARI2518,0.000698881,0.000803122,human stool
39340_ARI2535,0.000708018,0.000961593,human stool
39343_ARI2538,0.000638412,0.000669837,human stool
39346_ARI2541,0.000919853,0.001028049,human stool
39377_ARI2587,0.000710346,0.000849292,human stool
39384_ARI2594,-0.000541571,-0.000434049,human stool
39396_ARI2607,-0.000307147,0.000626683,human stool
39412_ARI2624,0.000751467,0.001057889,human stool
39443_ARI2655,0.000198096,-0.000281581,human stool
39464_ARI2676,0.000625777,0.000976508,human stool
39470_ARI2682,-0.000950552,-0.000543238,human stool
39475_ARI2689,0.003958858,-0.000309957,human stool
39495_ARI2711,0.000718031,0.001066893,human stool
39498_ARI2714,0.000671828,0.001111974,human stool
39499_ARI2715,0.001080738,0.000875745,human stool
39500_ARI2716,0.000560696,-0.000241097,human stool
39502_ARI2718,-0.001301011,-0.000358213,human stool
39507_ARI2723,0.000671828,0.001111974,human stool
39508_ARI2724,0.001080738,0.000875745,human stool
39509_ARI2725,0.000564565,-0.000217925,human stool
39511_ARI2727,-0.001301011,-0.000358213,human stool
39516_ARI2732,0.000738591,0.001003339,human stool
39533_ARI2749,0.000286331,-0.000114421,human stool
39536_ARI2752,-0.000478989,-0.000705405,human stool
39553_ARI2769,-3.28E-05,0.000149291,human stool
39554_ARI2770,-0.000189882,-0.000724935,human stool
39555_ARI2771,-0.000753943,-0.000869699,human stool
39575_ARI2791,0.000742414,0.000983563,human stool
39582_ARI2798,-0.000136633,-0.000764562,human stool
39584_ARI2800,0.000616954,0.000772356,human stool
39586_ARI2802,-0.001301011,-0.000358213,human stool
39590_ARI2806,0.000785843,0.001040619,human stool
39601_ARI2817,0.000372591,-0.000477149,human stool
39620_ARI2836,0.002713668,-0.001632018,human stool
39630_ARI2846,0.000967023,0.000527108,human stool
39631_ARI2847,0.000967023,0.000527108,human stool
39632_ARI2848,-0.001878366,0.000535337,human stool
39642_ARI2858,0.001361841,-0.001581094,human stool
39645_ARI2862,0.000224845,7.71E-05,human stool
39673_ARI2891,-0.000645604,-0.001074118,human stool
39674_ARI2892,0.000764045,0.001009459,human stool
39682_ARI2900,-0.00068052,-0.001051598,human stool
39814_C0478,-0.000116055,-0.002051157,chicken
39853_C0545,-0.001751287,5.47E-05,chicken
39886_C0596,-0.001970017,-0.002421722,chicken
39896_C0606,0.00029462,-0.001322909,chicken
39921_C0637,-0.001299229,-0.001080949,chicken
39933_C0653,0.000128885,-0.000556548,chicken
39935_C0655,0.001117557,0.000269288,chicken
39944_C0668,0.000937665,0.000448356,chicken
